seed_id,case_group,case_type,article,item_no,name,legal_basis,source_document,source_url,chapter,chapter_name,notes
HS_D108,Hình sự,Tội danh,108,,Tội phản bội Tổ quốc,Điều 108 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D109,Hình sự,Tội danh,109,,Tội hoạt động nhằm lật đổ chính quyền nhân dân,Điều 109 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D110,Hình sự,Tội danh,110,,Tội gián điệp,Điều 110 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D111,Hình sự,Tội danh,111,,Tội xâm phạm an ninh lãnh thổ,Điều 111 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D112,Hình sự,Tội danh,112,,Tội bạo loạn,Điều 112 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D113,Hình sự,Tội danh,113,,Tội khủng bố nhằm chống chính quyền nhân dân,Điều 113 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D114,Hình sự,Tội danh,114,,Tội phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam,Điều 114 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D115,Hình sự,Tội danh,115,,Tội phá hoại việc thực hiện các chính sách kinh tế - xã hội,Điều 115 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D116,Hình sự,Tội danh,116,,Tội phá hoại chính sách đoàn kết,Điều 116 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D117,Hình sự,Tội danh,117,,"Tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam",Điều 117 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D118,Hình sự,Tội danh,118,,Tội phá rối an ninh,Điều 118 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D119,Hình sự,Tội danh,119,,Tội chống phá cơ sở giam giữ,Điều 119 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D120,Hình sự,Tội danh,120,,"Tội tổ chức, cưỡng ép, xúi giục người khác trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân",Điều 120 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D121,Hình sự,Tội danh,121,,Tội trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân,Điều 121 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIII,Các tội xâm phạm an ninh quốc gia,Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D123,Hình sự,Tội danh,123,,Tội giết người,Điều 123 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D124,Hình sự,Tội danh,124,,Tội giết hoặc vứt bỏ con mới đẻ,Điều 124 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D125,Hình sự,Tội danh,125,,Tội giết người trong trạng thái tinh thần bị kích động mạnh,Điều 125 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D126,Hình sự,Tội danh,126,,Tội giết người do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,Điều 126 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D127,Hình sự,Tội danh,127,,Tội làm chết người trong khi thi hành công vụ,Điều 127 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D128,Hình sự,Tội danh,128,,Tội vô ý làm chết người,Điều 128 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D129,Hình sự,Tội danh,129,,Tội vô ý làm chết người do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,Điều 129 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D130,Hình sự,Tội danh,130,,Tội bức tử,Điều 130 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D131,Hình sự,Tội danh,131,,Tội xúi giục hoặc giúp người khác tự sát,Điều 131 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D132,Hình sự,Tội danh,132,,Tội không cứu giúp người đang ở trong tình trạng nguy hiểm đến tính mạng,Điều 132 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D133,Hình sự,Tội danh,133,,Tội đe dọa giết người,Điều 133 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D134,Hình sự,Tội danh,134,,Tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,Điều 134 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D135,Hình sự,Tội danh,135,,Tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong trạng thái tinh thần bị kích động mạnh,Điều 135 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D136,Hình sự,Tội danh,136,,Tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,Điều 136 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D137,Hình sự,Tội danh,137,,Tội gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ,Điều 137 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D138,Hình sự,Tội danh,138,,Tội vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,Điều 138 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D139,Hình sự,Tội danh,139,,Tội vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,Điều 139 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D140,Hình sự,Tội danh,140,,Tội hành hạ người khác,Điều 140 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D141,Hình sự,Tội danh,141,,Tội hiếp dâm,Điều 141 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D142,Hình sự,Tội danh,142,,Tội hiếp dâm người dưới 16 tuổi,Điều 142 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D143,Hình sự,Tội danh,143,,Tội cưỡng dâm,Điều 143 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D144,Hình sự,Tội danh,144,,Tội cưỡng dâm người từ đủ 13 tuổi đến dưới 16 tuổi,Điều 144 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D145,Hình sự,Tội danh,145,,Tội giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người từ đủ 13 tuổi đến dưới 16 tuổi,Điều 145 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D146,Hình sự,Tội danh,146,,Tội dâm ô đối với người dưới 16 tuổi,Điều 146 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D147,Hình sự,Tội danh,147,,Tội sử dụng người dưới 16 tuổi vào mục đích khiêu dâm,Điều 147 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D148,Hình sự,Tội danh,148,,Tội lây truyền HIV cho người khác,Điều 148 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D149,Hình sự,Tội danh,149,,Tội cố ý truyền HIV cho người khác,Điều 149 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D150,Hình sự,Tội danh,150,,Tội mua bán người,Điều 150 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D151,Hình sự,Tội danh,151,,Tội mua bán người dưới 16 tuổi,Điều 151 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D152,Hình sự,Tội danh,152,,Tội đánh tráo người dưới 01 tuổi,Điều 152 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D153,Hình sự,Tội danh,153,,Tội chiếm đoạt người dưới 16 tuổi,Điều 153 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D154,Hình sự,Tội danh,154,,"Tội mua bán, chiếm đoạt mô hoặc bộ phận cơ thể người",Điều 154 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D155,Hình sự,Tội danh,155,,Tội làm nhục người khác,Điều 155 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D156,Hình sự,Tội danh,156,,Tội vu khống,Điều 156 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XIV,"Các tội xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự của con người",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D157,Hình sự,Tội danh,157,,"Tội bắt, giữ hoặc giam người trái pháp luật",Điều 157 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XV,"Các tội xâm phạm quyền tự do của con người, quyền tự do, dân chủ của công dân",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D158,Hình sự,Tội danh,158,,Tội xâm phạm chỗ ở của người khác,Điều 158 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XV,"Các tội xâm phạm quyền tự do của con người, quyền tự do, dân chủ của công dân",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
HS_D159,Hình sự,Tội danh,159,,"Tội xâm phạm bí mật hoặc an toàn thư tín, điện thoại, điện tín hoặc hình thức trao đổi thông tin riêng tư khác của người khác",Điều 159 Bộ luật Hình sự (VBHN 135/VBHN-VPQH năm 2025),Bộ luật Hình sự - VBHN 135/VBHN-VPQH năm 2025,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/9/135-vbhn-vpqh.pdf,Chương XV,"Các tội xâm phạm quyền tự do của con người, quyền tự do, dân chủ của công dân",Trích tự động từ tiêu đề điều luật bắt đầu bằng “Tội ...”; cần rà soát khi cập nhật VBHN mới.
